LAKENAME,Survey Number,SITE_ID,Year,Month,Day,LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A
Bearfort Waters,2,NLA12_NJ-105,2012,9,13,41.14260568,-74.40940536,1.369573874,11.99904778,2.630427875,1.113943352,0,0.027601057,0.041392686,0.041392686,1.331881412,1.190368467,0.679742571,0.508980141,2.245006514,2.043468709,1.262569741,1.088940412,0.923560546,0.869310356,1.255152193,1.076086763,1.253627649,0.738525877,0,0,0,0,0,0,0,0,0,0.647972174,0.033301035,0,0,0,0,0,0.00102335,0.000328077,0.000255921,0.000516252,2.425293216,0.003704282,0.883040759,0,0,1.284906952,0.143928453,1.293672907,2.755545414,1.209814244,1.54704397,0.160873435,1.643530236,0,0.053469719,-0.455931956,0.624900602
Lake Washington,2,NLA12_NJ-106,2012,9,14,41.03000369,-74.30117131,12.63808647,4.681237311,3.001733713,1.944482672,0,0.040770486,0.041392686,0.041392686,1.379355489,1.258419495,0.677053423,0.513262177,2.199530297,2.009348898,1.271121052,1.103575689,0.923560546,0.869310356,1.264449717,1.092166009,1.189853717,0.688022725,0,0,0,0.314695748,1.022762475,0.911936842,0,0,0,0.459636061,1.064870734,0,0,0,0,0,0.005373619,0.116952586,0.033163185,0.122576462,0,0.390816326,0.89014978,0,0.168992432,1.16772715,0,1.16772715,2.681241237,0.941139127,1.743217766,0.513493391,1.644437535,0.000142521,0.054072049,0.217483944,2.028733879
Panorama Lake,2,NLA12_NJ-107,2012,6,26,41.24716907,-74.52116845,0.1521,3.443556246,2.668385917,1.698970004,0,0,0.041392686,0.041392686,1.412995976,1.230884536,0.744385413,0.468050625,2.132867767,2.151903322,1.308777787,1.100700732,0.923560546,0.869310356,1.188801272,1.027199277,1.19664534,0.706603536,0,0,0,1.17306194,2.149979423,2.026728931,0,0,0,0.881132805,2.192503352,0,0,0,0,0,0.235205609,0.915066228,0.455580009,0.935632756,0,2.977841388,1.310274146,0,0.879360963,0,0,0,2.758911892,0.925312091,1.745933158,0.527629901,1.662757832,0,0.04984788,0.033423755,1.22344402
Lake Stockwell-19,2,NLA12_NJ-108,2012,9,25,39.84947938,-74.78728568,15.12682861,28.69745215,2.883093359,1.397940009,0,0.007066451,0.041392686,0.041392686,1.406003419,1.300088572,0.627079455,0.501299218,2.282342615,1.928914082,1.31614514,1.177314002,0.914069596,0.840018856,1.206881989,1.102808489,1.192008487,0.732773684,0.344871935,0.572257778,0.620214578,0.651741628,1.603093178,1.482398771,0.304180088,0.260780612,0.076124986,0.338351293,1.663316643,2.58487033,0.103746006,2.474705707,2.288422468,2.021431271,0.612170103,0.36729989,0.309380674,0.491433217,4.240449319,0,5.979608486,9.210594221,0.184319829,1.223081198,0,1.223081198,2.751016686,0.908712877,1.887588882,0.3939042,1.796970364,0.003315619,0.053368756,-0.115393419,0.67614468
George Lake,2,NLA12_NJ-118,2012,7,10,40.79987801,-74.78468146,7.656604184,2.53182338,2.838219222,1.591064607,0,0.007066451,0.041392686,0.041392686,1.475350847,1.240735914,0.568871282,0.506823175,2.011993119,2.150116549,1.375023132,1.08231029,1.08179362,0.995005216,1.21851785,1.079526091,1.260661762,0.743208773,0.613176802,0.983585722,0.866762855,0.732448869,1.453892088,1.334654147,0.471409561,0.416942309,0.130008446,0.457788457,1.547738848,0.046331014,4.32381E-05,0.217824026,0.157018144,0.084841836,0.078774549,0.73840231,0.332258309,0.757570523,1.491376868,2.51554792,1.267141143,3.458234468,0,1.415757953,0.424434663,1.442546842,2.750944555,1.115943177,1.638279533,0.164352856,1.756528104,0.023226331,0.053197767,0.199572355,0.949390007
Maple Lake,2,NLA12_NJ-131,2012,7,9,39.4076583,-74.77816024,13.0289703,11.86880463,2.496929648,0.903089987,0,0,0.041392686,0.059721154,1.471326374,1.27909843,0.367854631,0.509476379,1.727638836,2.058483598,1.428669227,1.176262534,0.914069596,0.840018856,1.162429797,1.049660861,1.200103519,0.730723619,0.069846773,0.261369641,0.38483452,0.478891995,0.935853988,0.827950906,0.106037154,0.089245447,0.02053318,0.310339031,1.066319663,0.049073276,0.000102247,0.033496924,0.021935259,0.012152313,0.024389569,0.21147302,0.17321364,0.299064691,2.071362955,0.955445432,0.95692739,3.148243111,0,1.04394887,0,1.04394887,2.710117365,1.064119674,1.844609169,0.303281723,1.84509804,0.002061568,0.049838388,-0.330993219,0.565082859
SURPRISE LAKE,2,NLA12_NJ-R01,2012,9,20,41.1853168,-74.34725508,0.343118106,3.631147547,2.669316881,1.414973348,0,0.227623573,0.041392686,0.041392686,1.337419956,1.221403968,0.640489268,0.482713257,2.264097335,2.060762348,1.259354929,1.086129868,0.923560546,0.869310356,1.214014848,1.049125482,1.21642534,0.719499297,0,0,0,0,0,0,0,0,0,0.649719652,0.113008341,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,1.149938016,0,1.149938016,2.681241237,1.215108581,1.527347714,0.1430148,1.653212514,0,0.05540051,0.100370545,#DIV/0!
Santa Cruz Reservoir,2,NLA12_NM-104,2012,6,1,35.97484061,-105.9169632,254.8081857,40.80006624,2.257678575,1.491361694,0,1.034472657,0.041392686,0.041392686,1.526318918,1.219001129,0.315325586,0.354361815,0.954242511,1.707354275,1.253580289,0.892537098,1.108950454,1.122733461,0.780905652,0.75154088,0.427012344,0.34721285,0.013324154,0.025533331,0.005087101,0,0,0,0.018352231,0.015528749,0.00292592,0.455097464,0.008160522,0.003266028,2.11559E-08,0.006714712,0.004205187,0.002533871,0,0,0,0,0.136543318,0.002181223,0.888236943,0.225314113,0.001700973,0.015222247,0,0.015222247,2.019438161,1.346236426,1.493081489,0.05976023,1.864868629,7.7914E-05,0.060834968,0.910364772,1.154119526
Lake Isabel,2,NLA12_NM-105,2012,5,30,35.7589017,-105.1444719,20.92800285,325.898413,3.13001195,1.892094603,0,0.933423505,0.041392686,0.041392686,1.598368226,1.436802057,0.222275997,0.136901497,1.515343896,1.459982704,1.193124609,1.058868698,1.108950454,1.122733461,0.682615951,0.58922756,0.364361656,0.214501731,0,0,0,0,0,0,0,0,0,0.523809161,0.000597975,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0.020270728,0,0,0,1.342422681,1.51838335,1.251356005,0.083154559,1.72427587,0,0.148716762,-0.283996656,0.981667627
Adams Lake,2,NLA12_NM-117,2012,6,3,36.89563356,-105.1370534,0.9333,24.32774702,3.053078443,1.414973348,0,1.338140035,0.041392686,0.041392686,1.560556157,1.21900113,0.472393602,0.317388748,0.867467481,1.549922402,1.250907692,0.920970734,1.13735412,1.11606286,0.823384752,0.73593533,0.467140116,0.333074495,0,0,0,0,0,0,0,0,0,0.595447536,0.020203075,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0,0,1.278753601,1.587710965,1.353896023,0.06069784,1.792391689,0,0.060195183,0.585729227,0.940972786
Ute Reservoir,2,NLA12_NM-129,2012,6,10,35.35167925,-103.4881351,28649.24632,1521.935083,2.704150517,1.397940009,0,0.966522004,0.041392686,0.046320295,1.631683769,1.439984563,0.18518079,0.149384198,1.532297276,1.465954433,1.363705758,1.116270104,0.952996233,0.924870518,0.721941636,0.674244337,0.378592,0.262571681,0.085567057,0.151344838,0.036799419,0.000272662,0.022474866,0.016989962,0.4158999,0.363113823,0.11334192,0.41516978,0.352255463,0.022485328,1.11517E-09,0.194021822,0.132431501,0.081595582,4.17659E-05,0.002346828,0.001834541,0.00370147,1.6579352,0.308241742,1.112514174,4.403217662,0.000833354,0.089690971,0.147942738,0.213585702,1.121011475,1.4729316,1.510615652,0.15630768,1.606996128,0.000806742,0.063441624,0.814996308,0.411619706
Throttle Reservoir,2,NLA12_NM-132,2012,5,28,36.83163302,-104.2263032,124.7772153,44.17987055,3.090610708,2.365487985,0,1.203050034,0.041392686,0.041392686,1.560556169,1.406394881,0.296302352,0.121828575,1.623910568,1.569588467,1.142577163,1.006747641,0.965534239,0.940571758,0.743076348,0.673628597,0.397849665,0.249655037,0,0,0,0.000134567,0.024657803,0.018651534,0,0,0,0.435739004,0.024907109,0,0,0,0,0,2.21462E-05,0.002607269,0.002038266,0.004111534,0.730517308,0.010776612,0.881409645,0,0.003466969,0.008991283,0.369129899,0.372995889,1.267413646,1.566727873,1.318909125,0.184821099,1.444715342,6.44987E-05,0.102720073,0.079181246,1.389538177
Twin Lakes,2,NLA12_NM-133,2012,6,4,36.88334317,-105.2471097,0.0855,1.162679858,3.177247836,1.72427587,0,1.50963285,0.041392686,0.041392686,1.500638334,1.092648815,0.538413396,0.376921659,0.92634245,1.661954584,1.185825364,0.77947624,1.13735412,1.11606286,0.83776976,0.749406131,0.483954979,0.345780967,0,0,0,0,0,0,0,0,0,1.008499542,0.187478792,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0,0,2.025305865,1.336459734,1.680825792,0.149219113,1.799340549,0,0.073359513,-0.22184875,#DIV/0!
Farmington Lake,2,NLA12_NM-134,2012,6,7,36.79890899,-108.1040209,6.713045988,86.18705845,2.113943352,1.255272505,0,0.201547646,0.041392686,0.041392686,1.662757832,1.442420097,0.038429271,0.108716804,0.276461808,1.208788348,1.376074839,1.099723787,1.068619956,0.997636216,0.748427066,0.685541919,0.387124361,0.230798025,0,0,0,0,0,0,0,0,0,0.542972666,0.002482173,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.170978409,0,0.170978409,2.420526759,1.243200947,1.664730313,0.096199848,1.73239376,0,0.060491811,0.904231366,0.451786436
Bowl Lake,2,NLA12_NM-138,2012,6,8,35.98082795,-108.9316434,54.73406357,15.39520392,2.485721426,2.184691431,0,1.087088007,0.041392686,0.041392686,1.60436212,1.296575951,-0.228742467,0.195866979,0.534871859,1.622493214,1.279400744,0.954014581,1.082359841,1.04346681,0.882855252,0.789723152,0.523690733,0.391380825,0,0,0,0,0,0,0,0,0,0.408283341,0.000409394,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0.007862328,0.011972359,0.004263327,0.016120314,0.916963224,1.289888462,1.686151378,0.216068333,1.567206119,0,0.052196772,0.550228353,0.464638559
Bolack,2,NLA12_NM-150,2012,6,6,36.7118285,-108.1531642,2.3292,17.24188628,2.973127854,2.204119983,0,0.020863496,0.041392686,0.058837095,1.662757832,1.451507415,0.014295591,0.100740171,0.42975228,1.140900681,1.388855765,1.120052689,1.068619956,0.997636216,0.736479998,0.669338594,0.404235638,0.239735834,0.956540307,1.15371052,0.637524391,0.04978918,1.004165788,0.893918949,0.928401604,0.856278114,0.361269014,0.609613787,1.163091824,0.359369392,0.000529804,0.500843913,0.37186491,0.258664017,0.004141895,0.210420559,0.172315934,0.297705388,1.902206292,1.008252039,1.59593891,4.875895352,0,0.50548547,0,0.50548547,2.252853031,1.310703159,1.673851186,0.084682614,1.72427587,0.013655956,0.061301831,-0.236572006,1.549003262
Upper Charette Lake,2,NLA12_NM-152,2012,5,29,36.17599422,-104.8160803,7.3071,25.20015344,3.179551791,2.409933123,0,0.970036777,0.041392686,0.041392686,1.611740033,1.463335419,0.21841557,0.091750018,1.520679995,1.448487317,1.196418007,1.063747626,0.965534239,0.940571758,0.694346748,0.632697859,0.379946235,0.247689901,0,0,0,0,0,0,0,0,0,0.479052541,0.001952415,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.108323497,0.261316357,0.323975851,1.361727836,1.462737257,1.492159617,0.177204942,1.741591246,0,0.107752068,-0.77815125,1.142389466
Storrie Lake,2,NLA12_NM-160,2012,6,11,35.66711339,-105.2417642,63.9801084,437.4938783,2.786751422,2.33243846,0,0.954179181,0.041392686,0.041392686,1.582385511,1.356178988,0.289771481,0.279899469,0.944811568,1.501451059,1.326267571,1.056025635,1.108950454,1.122733461,0.711756343,0.627967148,0.38320204,0.251639254,0,0,0,0.001103662,0.102513207,0.079174909,0,0,0,0.449637127,0.103558671,0,0,0,0,0,2.09539E-05,0.001787347,0.001396994,0.002820094,1.459336657,0.007394057,0.881407704,0,0.013365833,0.031223334,0.178323128,0.199280674,1.186948639,1.569034425,1.307823785,0.157354056,1.736379074,7.26807E-05,0.103778997,0.071882007,0.631443769
Middle Fork Lake,2,NLA12_NM-161,2012,8,16,36.59549602,-105.4171201,0.581243115,3.570066587,2.33243846,1.230448921,0,1.627072721,0.041392686,0.041392686,1.29099804,0.993511441,0.560132665,0.351517075,1.881384648,1.758634376,1.152899575,0.69273678,1.13735412,1.11606286,0.873243417,0.797361578,0.517209426,0.392793292,0,0,0,0,0,0,0,0,0,0.599501993,0.03770177,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0,0,2.025305865,1.349083169,1.423081958,0.053078443,1.845621889,0,0.060273424,-0.079181246,0.433769834
Mundo Lake,2,NLA12_NM-162,2012,8,17,36.87227505,-106.9285162,17.10630085,17.38204713,2.797267541,1.755874856,0,1.401052098,0.041392686,0.041392686,1.489149852,1.275939802,0.367854631,0.262619235,1.581266817,1.567536075,1.302439134,0.950891984,1.13735412,1.11606286,0.726940649,0.631880777,0.411033693,0.25666154,0,0,0,0,0,0,0,0,0,0.499232069,0.00083302,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.095967555,0,0.095967555,2.252853031,1.633612506,1.244547127,0.290522632,1.738363881,0,0.05280707,0.404406051,0.46686762
Big Spring Reservoir,2,NLA12_NV-101,2012,6,6,41.92898525,-119.1790015,185.3269112,100.3274322,3.026124517,2.641474111,0,0.813701786,0.041392686,0.041392686,1.601375524,1.321064306,0.198581326,0.136901496,1.00921475,1.186118859,1.118007389,0.864802139,0.57497065,0.720344578,0.42851686,0.404378789,0.150066757,0.140755454,0,0,0,0.000992579,0.000404731,0.000304054,0,0,0,0.069208881,0.001432295,0,0,0,0,0,0.000128633,4.11247E-05,3.20565E-05,6.49541E-05,0,0.000464746,0.88158304,0,0,0,0.236416892,0.236416892,1.319762554,1.564020928,1.4558403,0.366082261,1.82822004,0,0.074694656,-0.77815125,1.045118273
Echo Canyon Reservoir,2,NLA12_NV-102,2012,6,20,37.90817585,-114.2671693,885.4514671,23.50032449,2.810232518,2.1430148,0,1.094191865,0.542949847,0.041392686,1.616107336,1.345468924,0.061292154,0.204913104,0,1.30888138,1.298861058,1.010877559,0.916719191,0.885957392,0.774544819,0.696654621,0.358069053,0.280389846,0.152278822,0.180901417,0.05759701,0.001904691,0.004301367,0.003234987,0.206296106,0.17063774,0.051829593,0.240913139,0.187734105,0.025525194,3.57559E-07,0.074395174,0.05030876,0.02695459,0.000125899,0.000400658,0.000313046,0.000632746,0.776303743,0.064171738,0.965801526,1.534904501,0.001533789,0.022719326,0.078822171,0.097851911,0.514905168,1.360789601,1.62752593,0.278017643,1.755760387,0.001144252,0.054852993,-0.124938737,0.756990903
Dacey Reservoir,2,NLA12_NV-103,2012,6,19,38.39816173,-115.117053,558.1430807,72.28422249,2.666517981,1.447158031,0,0.584714975,0.041392686,0.041392686,1.662757832,1.435767198,0.072287539,0.099183812,0,1.177742297,1.290328501,1.016300547,0.588914539,0.598157753,0.600621638,0.563436661,0.221720921,0.224537167,0.049547383,0.058741715,0.01308152,0,0,0,0.079178708,0.064548448,0.016929499,0.189011557,0.067028671,0.007194005,1.56428E-07,0.027333869,0.017922205,0.009803742,0,0,0,0,0.496720084,0.025425589,0.910853223,1.085516786,0.000796403,0.004141228,0.073723884,0.077221143,0.90567646,1.223874191,1.588306077,0.181574231,1.778881746,0.000550615,0.051584063,-0.22184875,0.12515583
Rye Patch Reservoir,2,NLA12_NV-104,2012,7,12,40.69658925,-118.2877882,35591.7956,4566.923149,2.758911892,2.100370545,0.006526941,0.883346694,0.042255861,0.062643564,1.653431666,1.393544646,-0.009944459,0.096235426,0.999655599,1.242958019,1.364475589,0.985446113,0.770671995,0.830560448,0.548319487,0.490625027,0.234271716,0.205379754,0.424764689,0.571974809,0.251142665,0.000197728,0.041079387,0.031214528,0.457044704,0.394080105,0.141949435,0.250917699,0.35936191,0.135119291,2.49165E-08,0.19936997,0.140048357,0.079925309,3.67403E-05,0.004375497,0.003422117,0.006891879,1.373221332,0.033694965,1.126667332,3.471588849,0.001296597,0.452517149,0.019979429,0.459670546,1.55014203,1.38592907,1.518268019,0.246080582,1.810074902,0.004264624,0.061193695,0.372093351,0.612946788
Willow Creek Reservoir,2,NLA12_NV-105,2012,7,11,41.21823837,-116.5203252,302.3286659,233.3338323,2.591064607,2.392696953,0,1.144864187,0.041392686,0.09059602,1.656203874,1.351187153,-0.017889091,0.10285353,0.971176412,1.284187601,1.338114847,0.944243193,0.556426753,0.917087301,0.5204496,0.482752391,0.229284902,0.223578483,0.082395989,0.163423447,0.066821313,0.000698649,0.000921676,0.000692509,0.206461387,0.170463177,0.052294724,0.133277562,0.147012785,0.028119636,3.8058E-07,0.075195828,0.05069849,0.027436772,0.000155227,8.91974E-05,6.96789E-05,0.000140914,0.836108016,0.05762683,0.966516635,3.374822245,0.001434169,0.12068017,0.026822161,0.141145596,1.300935669,1.533934506,1.427463113,0.35577411,1.806041472,0.000258319,0.072703742,0.322219295,0.724757616
S Line Reservoir,2,NLA12_NV-106,2012,6,7,39.48435525,-118.7235713,4.5504,164.1227226,2.770115295,2.240549248,0,0.078039867,0.041392686,0.044234794,1.659274695,1.466242765,0.13298538,0.121020587,0,0.821786375,1.31780227,1.098528362,0.688874339,0.647559011,0.551046855,0.491037968,0.149880646,0.091232202,0.965265017,1.160774566,0.612551609,0.004448245,0.360232307,0.294591443,1.039581967,0.945636255,0.49565907,0.308203252,0.901967938,0.256272814,0.000362641,0.377008212,0.279478553,0.170024041,0.000526229,0.054309204,0.04299576,0.08293797,1.544142928,0.332202035,1.400427893,3.177915732,0.086274708,0,0.557598562,0.557598562,1.982271233,1.184323828,1.796721815,0.093697991,1.716003344,0.005559583,0.059774255,-0.522878745,0.684845362
Pyramid Lake,2,NLA12_NV-109,2012,6,27,40.04718141,-119.5715783,6371.265482,46299.68324,2.783188691,1.924279286,0.168037882,1.214652172,0.041392686,0.06038572,1.570598091,1.322761755,0.450584476,0.303303794,0.888397291,1.492847025,1.215465805,0.999315891,0.688874339,0.647559011,0.7306914,0.674531156,0.335816997,0.249508429,0.125608115,0.151631604,0.03979105,0.016377282,0.679841263,0.584648002,0.27788868,0.236815819,0.068599022,0.16949625,0.745198227,0.020321144,4.12094E-08,0.111483325,0.074299887,0.043782317,0.002268849,0.140682881,0.113566429,0.205290906,1.297550702,0.752342169,1.010729605,3.162859112,0.004266979,0.035144399,0.144178499,0.169679397,2.545253688,1.310906186,1.683041525,0.306096298,1.824194516,0.000596754,0.080660257,0.978864984,0.123571662
Bilk Creek Reservoir,2,NLA12_NV-119,2012,7,10,41.6332907,-118.3893572,127.491515,15.38586876,2.7084209,2.037426498,0,0.407968271,0.041392686,0.041392686,1.661454936,1.386172328,0.032520412,0.10954799,0.264227349,1.264094381,1.372060053,1.011301662,0.57497065,0.720344578,0.484761565,0.44828061,0.205295908,0.215407993,0,0,0,0,0,0,0,0,0,0.355186301,6.15587E-05,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.042044365,0.013581297,0.054390122,1.617953676,1.471164922,1.476586532,0.332642947,1.84509804,0,0.081163408,-0.027583522,1.305910003
Sunflower Reservoir,2,NLA12_NV-127,2012,6,12,41.75740963,-115.7220267,1.802181222,23.63513802,2.758911892,1.643452676,0,1.477159245,0.041392686,0.041392686,1.529866686,1.201171232,0.327560055,0.1596844,0.924020699,1.458795172,1.138855083,0.876903107,0.556426753,0.917087301,0.547405219,0.514411396,0.242225779,0.271462469,0,0,0,0,0,0,0,0,0,0.081065472,0.005433699,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.862387184,0.189947228,0.893923564,2.041032182,1.575824752,1.398337428,0.349515389,1.826074803,0,0.111056934,-0.106053392,0.449478399
Josephine Reservoir,2,NLA12_NV-135,2012,6,13,41.90498289,-116.4532887,101.5596,14.32637774,#VALUE!,#VALUE!,0,0.930423533,0.041392686,0.04626098,1.639784426,1.353358803,0.179497508,0.127283399,0.706547104,1.318991483,1.204770936,0.953920688,0.556426753,0.917087301,0.443618552,0.412408559,0.187928381,0.213205264,0.004005362,0.01581178,0.007730298,0,0,0,0.071441734,0.057041131,0.016384161,0.060087107,0.053331771,0.002612254,1.64721E-07,0.023823315,0.015677326,0.008442527,0,0,0,0,0.477169171,0.030720318,0.907128197,0,0.008463812,0,0.003066009,0.003066009,1.932051147,1.556844843,1.33039543,0.252814526,1.809443452,0.000183034,0.077769744,#DIV/0!,#DIV/0!
Wall Canyon Reservoir,2,NLA12_NV-137,2012,7,16,41.16858314,-119.8174513,257.0743897,28.89670735,2.546542663,2.36361198,0,0.385099367,0.041392686,0.041392686,1.661454936,1.385967315,0.066824643,0.099891939,0.783408778,1.242313621,1.318167711,0.943262986,0.57497065,0.720344578,0.49851494,0.454100113,0.16302244,0.145419376,0,0,0,0,0,0,0,0,0,0.061374249,3.11698E-05,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.000759538,0.047616912,0.048297638,1.041392685,1.45675629,1.551998987,0.344825847,1.78939745,0,0.080869976,0.417056299,0.723291446
Paradise Pond (City of Reno pond),2,NLA12_NV-141,2012,6,25,39.54187799,-119.7789359,15.3747,7.933417639,3.042969073,2.139879086,0,0.065968647,0.041392686,0.082635793,1.624712373,1.418738318,0.248378795,0.164100995,0.070653452,1.104145555,1.296372628,1.099028057,0.688874339,0.647559011,0.791596901,0.744370602,0.802309562,0.367658145,0,0,0,0.107560264,1.831027336,1.708877222,0,0,0,0.123606339,1.832843504,0,0,0,0,0,0.013061133,0.833758698,0.744023681,1.008308152,0,3.036939309,0.90279845,0,0.027366702,0,0.024706341,0.024706341,2.477121255,1.358694586,1.674133246,0.221353235,1.815052574,0,0.070894963,0.15490196,0.78826267
Groves Lake,2,NLA12_NV-144,2012,7,19,39.24114932,-117.1658183,40.85563073,5.804787052,2.315970345,1.322219295,0,1.105353706,0.041392686,0.041392686,1.616830982,1.377163865,0.074993433,0.11058474,1.539201607,1.491455087,1.306103222,0.946247513,0.580926111,0.603510288,0.724180067,0.640990861,0.255752004,0.271617782,0,0,0,0,0,0,0,0,0,0.504847193,0.000358627,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0.010501776,0.174186484,0.007586785,0.179281204,1.616336073,1.353339095,1.501145361,0.130333768,1.825494267,0,0.049003526,-0.37161107,1.101899752
Rawhide Reservoir,2,NLA12_NV-151,2012,6,13,41.72072113,-116.339494,507.1701284,41.05639241,#VALUE!,#VALUE!,0,1.187417082,0.041392686,0.041392686,1.55791433,1.261871419,0.367854635,0.181894205,0.953612642,1.504485637,1.17259024,0.914575963,0.556426753,0.917087301,0.564838181,0.535176969,0.261266802,0.305076598,0.031840481,0.115418449,0.059732383,0.00161628,0.000523078,0.000392978,0.392347075,0.332914632,0.11914111,0.056516652,0.317318026,0.020995827,2.75033E-07,0.165229819,0.114540052,0.064893468,0.000245018,5.32506E-05,4.15376E-05,8.40598E-05,1.220680606,0.250412967,1.079884487,2.633551394,0.003411724,0.736250724,0.1042559,0.757357602,1.931927197,1.523147503,1.420086704,0.368471176,1.825780909,0.00126284,0.06727462,#DIV/0!,#DIV/0!
Reed Reservoir,2,NLA12_NV-167,2012,6,14,41.19805974,-115.8922956,16.43923531,4.956316925,2.927370363,2.178976947,0,1.219689019,0.041392686,0.041392686,1.623289996,1.334428683,0.173518922,0.116957932,0.808885878,1.347017602,1.153631961,0.848809833,0.556426753,0.917087301,0.516777519,0.482480683,0.209351504,0.215985917,0,0,0,0.002069751,0.011039954,0.008318883,0,0,0,0.081703105,0.013579824,0,0,0,0,0,0.000399259,0.001151625,0.00090019,0.001815093,0,0.005649868,0.8820238,0,0.025640124,0.793142508,0.068065975,0.804848249,1.702434781,1.39881777,1.513237367,0.341548545,1.816059805,0,0.051280063,-0.425968732,0.149260179
Onion Valley Reservoir,2,NLA12_NV-177,2012,7,17,41.69458237,-118.7419158,7.926997316,32.01538297,2.619093331,1.949390007,0,0.672776411,0.041392686,0.041392686,1.644151581,1.344921917,0.001706464,0.111205604,0.583482158,1.44630735,1.27637561,0.849828741,0.57497065,0.720344578,0.457954679,0.428232658,0.179911348,0.179578471,0,0,0,0,0,0,0,0,0,0.092571615,0.000919774,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0.051578885,0.315308593,0.152266823,0.395636998,1.093876982,1.164095796,1.721474574,0.313673367,1.838849091,0,0.058805757,0.328088228,0.44270369
LAMOILLE LAKE,2,NLA12_NV-R01,2012,7,25,40.59285373,-115.3943332,0.674020116,4.379874732,1.880813592,1.113943352,0,1.695100019,0.041392686,0.041392686,1.520942339,1.154504241,0.014295591,0.125446042,1.432969297,1.681919296,1.241546494,0.718363279,0.685822316,0.690194313,0.789892868,0.746014678,0.399087456,0.39308097,0,0,0,0,0,0,0,0,0,0.348798922,0.028503128,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.496401199,0,0.496401199,1.81240459,1.37401474,1.558948446,0.371067862,1.826074803,0,0.044836941,0.22184875,#DIV/0!
Keuka Lake,2,NLA12_NY-0101,2012,6,20,42.49915505,-77.1490251,456.5088745,4564.909789,2.340444115,1.041392685,0,0.552667152,0.041392686,0.041392686,1.392479987,1.180169288,0.668884641,0.430592607,1.820982617,1.844890667,1.29182378,1.051247413,1.12898053,1.045893845,1.11227632,0.974809177,1.252108866,0.716403402,1.011892983,1.385687303,0.922427457,0.115613254,0.621980354,0.530776555,1.273306088,1.161643047,0.720488299,0.414725184,1.05459313,0.646889198,1.37998E-05,0.768898703,0.630526088,0.415400328,0.011369388,0.118671287,0.033699144,0.124366547,2.48775482,0.254718958,2.164455351,5.134573382,0.002844724,0.389663873,0.186908171,0.475764028,2.617269096,1.298273865,1.352635312,0.488757701,1.67485205,0.043153659,0.08755543,1.26300913,0.352445647
Riga Lake,2,NLA12_NY-0103,2012,9,19,42.02259255,-73.48550577,6.296520959,61.41492971,2.049218023,0.698970004,0,0.634844746,0.041392686,0.041392686,1.278573593,1.154154696,0.625563586,0.503651301,2.224565437,2.010474871,1.221642412,1.043869643,0.936827777,0.878371271,1.202360786,0.966106493,1.229999064,0.665571519,0,0,0,0.135627312,0.659268409,0.565437264,0,0,0,0.523776402,0.693977026,0,0,0,0,0,0.004053235,0.038157012,0.030091891,0.058832242,0,0.172106741,0.887988331,0,0.063999313,0.910885679,0.128061503,0.928797884,2.824776462,1.204391332,1.385606274,0.281033367,1.696747551,0,0.054834268,0.565257343,0.357934847
