Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
Watershed Farm,Sedro-woolley,Washington,3/2/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wholesome Harvest,Fort Atkinson,Wisconsin,2/26/2021,"
FairShare CSA Coalition ()
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Wild Willow Farm & Education Center,San Diego,California,8/19/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walz Family Pastures,St. Cloud,Minnesota,11/18/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ward Vegetables,Big Rapids,Michigan,1/5/2024,"
Slow Food USA ()
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Warner River Produce,Webster,New Hampshire,6/27/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo Ranch,Rice,Washington,10/9/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Watson Farms Pastured Meats,Chester,South Carolina,9/26/2023,"
Carolina Farm Stewardship Association (CFSA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Weathertop Farm,Check,Virginia,1/28/2024,"
Virginia Association for Biological Farming (VABF)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Webster Farms,Camdenton,Missouri,4/3/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Weiser River Ranch,Council,Idaho,12/21/2023,"
Buy Fresh, Buy Local ()
Idaho Farm Bureau (IFB)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wendy K Fulwider,Ripon,Wisconsin,6/22/2024,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wenninghoff,Omaha,Nebraska,11/24/2023,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
West Fork Farmstead,West Chester,Iowa,1/9/2024,"
Practical Farmers of Iowa (PFI)
National Young Farmers Coalition (NYFC)
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Westfield Area CSA,Mountainside,New Jersey,2/8/2024,"
Northeast Organic Farming Association (NOFA)
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
Whetstone Ledges Farm,Marlboro,Vermont,8/11/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Whipple Bee Flower Farm,Beverly,Massachusetts,3/8/2024,"
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
White Barn Farm,Wrentham,Massachusetts,6/26/2024,"
Northeast Organic Farming Association (NOFA)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
White Yarrow Farm,Marcellus,Michigan,2/4/2024,"
Michigan Agricultural Environmental Assurance Program (MAEAP)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Hare Farms,Medford,Oregon,6/30/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Hope Farm,Chester,South Carolina,5/13/2024,"
Northeast Organic Farming Association (NOFA)
Carolina Farm Stewardship Association (CFSA)
Association of Specialty Cut Flower Growers (ASCFG)
National Young Farmers Coalition (NYFC)
Slow Flowers Society ()
",1,1,0,1,0,1,0,0,0,0,0,0,0,0
Wild Type Ranch,Cameron,Texas,6/30/2024,"
Texas Organic Farmers & Gardeners Association (TOFGA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wiley Veggie Shed & Farm,Schoolcraft,Michigan,5/30/2024,"
Michigan Agricultural Environmental Assurance Program (MAEAP)
",1,0,0,0,0,1,0,0,0,0,1,0,0,0
Willow Grove Gardens,Longview,Washington,4/30/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Willow Wind Organic Farm,Ford,Washington,7/27/2024,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Willowbrook Farm and Sheep Dairy,Searcy,Arkansas,7/25/2024,"
Farmer Veteran Coalition (FVC)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Willowsford Farm,Ashburn,Virginia,2/28/2024,"
Virginia Association for Biological Farming (VABF)
Future Harvest (CASA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Wilt's Blue B Ranch,La Center,Washington,8/14/2024,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Windhaven Farm Natural Angus Beef,Windsor,Virginia,12/12/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Windswept Hill Apiary, LLC",Chichester,New Hampshire,4/29/2024,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Windy Meadow Farm,Grass Lake,Michigan,3/11/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Winterfell Acres LLC,Brooklyn,Wisconsin,1/25/2024,"
Wisconsin Farmers Union ()
FairShare CSA Coalition ()
National Young Farmers Coalition (NYFC)
",1,1,0,1,0,1,0,0,0,0,0,0,0,0
Wistaria Farm,Pfafftown,North Carolina,6/24/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wisteria Springs Farm,Davis,California,7/8/2024,"
Community Alliance with Family Farmers (CAFF)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wolf Oak Farm,Genesee,Pennsylvania,4/2/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wonderful Tiny Farm,Chelsea,Michigan,2/15/2024,"
Michigan Farmers Market Association (MIFMA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Woodbridge Dairy Farm,Byron Center,Michigan,2/16/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Woods' Edge Apples Orchard,Buffalo,Minnesota,9/6/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Woodsview Alpaca Farm,Versailles,Ohio,10/11/2023,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Woodview Acres, LLC",Nappanee,Indiana,12/4/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wookey Ranch,Chico,California,3/10/2024,"
Community Alliance with Family Farmers (CAFF)
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,1
Working Cows Dairy,SLOCOMB,Alabama,6/29/2024,,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Wormuth Farm,Sussex,New Jersey,8/5/2024,"
American Pastured Poultry Producers (APPPA)
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wright's Family Farm,Frankfort,Illinois,4/4/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walleiro Farms,Weeki Wachee,Florida,12/31/2023,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wallingford Farm,Kennebunk,Maine,1/16/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walnut Hill Farm LLC,Kearneysville,West Virginia,9/26/2023,,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Walnut Hollow Ranch,Hayesville,North Carolina,1/6/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walpole Valley Farms,Walpole,New Hampshire,9/20/2023,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Waltz Family Farm,Smithsburg,Maryland,12/27/2023,,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Wanda Farms,Harvard,Illinois,7/24/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wandering Feet Farm,Troy,New York,1/17/2024,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wandering Moose Farms,Franklin,Vermont,11/5/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Washtenaw Meats,Ann Arbor,Michigan,11/4/2023,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"Waxwing Farm, LLC",MOUNT VERNON,Washington,3/20/2024,"
Tilth Alliance ()
National Young Farmers Coalition (NYFC)
",1,0,0,1,0,0,0,1,0,0,0,0,0,0
Wayward Winds Lavender Farm,Newberg,Oregon,5/8/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellman Wagyu,Waverly,Nebraska,2/27/2024,"
Buy Fresh, Buy Local ()
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
West End Farm,Plymouth,Nebraska,3/6/2024,"
Nebraska Sustainable Agriculture Society (NSAS)
Buy Fresh, Buy Local ()
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
West Star Organics,Cottage Grove,Wisconsin,9/26/2023,"
Farmer Veteran Coalition (FVC)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Where Pigs Fly Farm,Centreville,Maryland,2/28/2024,"
Future Harvest (CASA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Where the flowers Are Farm,Muscatine,Iowa,1/25/2024,"
Association of Specialty Cut Flower Growers (ASCFG)
Slow Flowers Society ()
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whispering Pines Farm Ohio,Kettering,Ohio,12/7/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whispering Pines Poultry,Oak Harbor,Ohio,8/30/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whistlepig Farm,Boise,Idaho,1/10/2024,"
National Young Farmers Coalition (NYFC)
",1,1,0,0,1,1,0,0,0,0,0,0,0,0
"White Dog Farm, LLC",washington,Pennsylvania,1/21/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whitefield's Family Farm,Athol,New York,9/26/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Whitetail Acres,Leeds,North Dakota,11/4/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitten Family Farm,Winthrop,New York,3/31/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Who Cooks For You Farm,New Bethlehem,Pennsylvania,5/2/2024,"
Pasa Sustainable Agriculture ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wholesome Family Farm,McMinnville,Oregon,8/6/2024,"
American Grassfed Association (AGA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wholesome Meadows Farm,Bluffton,Indiana,8/4/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Aster Farm,Hurdle Mills,North Carolina,12/19/2023,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wild Attitude! Apiaries,Parsons,Kansas,6/4/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wild Carrot Farm LLC,Torrington,Connecticut,5/25/2024,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wild Grown Farm,Redmond,Oregon,3/26/2024,"
American Pastured Poultry Producers (APPPA)
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wild Haven Farm,North Branch,Minnesota,2/26/2024,"
Land Stewardship Project (LSP)
American Pastured Poultry Producers (APPPA)
FairShare CSA Coalition ()
Sustainable Farming Association of MN (SFA)
The Livestock Conservancy ()
",1,1,0,1,0,1,0,0,0,1,0,0,0,0
Wild Hill Maple,Salem,New York,3/20/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Ozark,Alpena,Arkansas,3/5/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Roots Farm,Browns Summit,North Carolina,6/3/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Rose Farm,Hookstown,Pennsylvania,5/2/2024,"
Pasa Sustainable Agriculture ()
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wild Rose Finnsheep,Priest River,Idaho,12/27/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wild winds sheep company,Carpenter,Wyoming,9/27/2023,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wilder Farm,Lyndonville,Vermont,2/15/2024,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wildnow Farm & Chelan Valley Botanicals,MANSON,Washington,12/19/2023,"
Tilth Alliance ()
National Young Farmers Coalition (NYFC)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wildwood  Gardens,Brighton,Michigan,3/12/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williams Family Feeder Cattle, LLC dba High Cotton Meat Co.",Kentwood,Louisiana,2/6/2024,"
Land Stewardship Project (LSP)
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,1,0,0,0,0,0
Williams Hay Co.,Beckville,Texas,7/25/2024,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Willow Mountain Mushrooms,Tecumseh,Missouri,6/29/2024,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Willow River Farm Harrisburg,Harrisburg,Pennsylvania,2/17/2024,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Willowlyn Farms Produce,Catlett,Virginia,6/5/2024,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,1,0,0,0,0,1,1,0,0
Willows Acres,Lebanon,Oregon,8/5/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson's Farm,Tipton,Michigan,9/19/2023,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wilsons Gourds,Kell,Illinois,5/1/2024,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Wind Dove Acres,Centerville,Pennsylvania,3/31/2024,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Windrush Farm,Mountain View,Hawaii,7/2/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Windy Fields Farm,Unionville,Virginia,2/15/2024,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Windy N Ranch,Ellensburg,Washington,2/27/2024,"
Oregon Tilth Certified Organic (OTCO)
",1,1,0,1,0,0,0,0,1,1,0,0,0,0
Windy Oaks Grassfed,Mabank,Texas,9/18/2023,,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Winfield Farm,Buellton,California,9/26/2023,"
Community Alliance with Family Farmers (CAFF)
",1,1,0,0,0,0,0,0,1,1,0,0,0,0
Wing Dance Apiary LLC,Cheshire,Connecticut,9/26/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wise Acres Farm,Kenduskeag,Maine,2/24/2024,"
Maine Organic Farmers and Gardeners Association (MOFGA)
National Young Farmers Coalition (NYFC)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Witch's Hat Farmlet,Atlanta,Georgia,6/7/2024,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WitnessTree Land & Livestock,Gerald,Missouri,8/9/2024,"
The Livestock Conservancy ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wolf Creek Family Farm,Peculiar,Missouri,10/16/2023,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wooded Valley Acres,Gilmanton IW,New Hampshire,2/19/2024,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wooden Eagle Farm,Hayward,Wisconsin,9/13/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Word of Mouth Farm,Woodinville,Washington,5/9/2024,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Worth It Farms, LLC",Chattahoochee Hills,Georgia,6/5/2024,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Wright Harvest,Mokena,Illinois,7/30/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wright Way Farm,Beloit,Wisconsin,2/2/2024,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Walker Farm,East Dummerston,Vermont,8/26/2024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WY fresh,Cheyenne,Wyoming,11/17/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waddy Hill Farm,Waddy,Kentucky,7/19/2023,"
Farmer Veteran Coalition (FVC)
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Walker Keay Farm,Eliot,Maine,1/31/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walking Cloud Ranch,Dillon,Montana,10/15/2022,"
Slow Food USA ()
",1,1,0,0,1,1,0,0,0,1,0,0,1,1
Walnut Hill Farm,Sharpsville,Pennsylvania,11/21/2022,"
Pasa Sustainable Agriculture ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,1,0,0
Walnut Hollow Farms,Dallas,Texas,4/10/2023,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wander Creek Farm,Greene,New York,3/27/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wandering Shovel Farm,Spiritwood,Saskatchewan,9/20/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Warner's Produce,Montrose,South Dakota,2/27/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watson Land and Cattle,Hico,Texas,9/20/2022,"
Texas Organic Farmers & Gardeners Association (TOFGA)
American Pastured Poultry Producers (APPPA)
Farm and Ranch Freedom Alliance (FARFA)
American Grassfed Association (AGA)
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
Way Maker Family Farm,Howell,Michigan,4/5/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Well By Nature Farmstead,Lafayette,Georgia,5/12/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellhausen Farm,Wheaton,Illinois,9/24/2022,,1,1,0,0,0,0,0,0,0,1,0,1,0,0
WellmeierFarms,Davenport,Iowa,4/20/2023,,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Wene's Farm,Melbourne,Florida,12/29/2022,"
Buy Fresh, Buy Local ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Whispering Woods Farm,Union Grove,Wisconsin,5/16/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Honey Bee Farm,St. Cloud,Minnesota,11/3/2022,"
Farmer Veteran Coalition (FVC)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Oak Farm,Renick,West Virginia,6/24/2023,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Whitemarz Farm,Lunenburg,Massachusetts,2/22/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wholesome Food Farm,Alburtis,Pennsylvania,8/16/2023,"
Pasa Sustainable Agriculture ()
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wick Place Candles & Farm LLC,CALEDONIA,Wisconsin,9/25/2022,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wicked Tulips Flower Farm,Exeter,Rhode Island,2/26/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wickham Farms,Penfield,New York,1/26/2023,"
United States Lavender Growers Association (USLGA)
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,1,0,0,0,0,1,0,0,0
Wild Apple Farms,Dexter,Michigan,9/20/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Bee Honey Farm,Eagle Point,Oregon,7/21/2023,"
Buy Fresh, Buy Local ()
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Blossom Farm,Warrington,Pennsylvania,1/16/2023,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wild Farm,Tipp City,Ohio,2/20/2023,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,0,0,1,0,0,0,1,0,0,0,0,0,0
Wild Herd Cattle & Kitchen,Pontotoc,Texas,5/10/2023,"
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wild Lea Farm,Hyde Park,New York,12/2/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WildThyme Biologic,Crystal Lake,Illinois,4/6/2023,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wildcrafted,Cedar,Michigan,2/22/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilder Mountain Farm,Wilder,Tennessee,1/9/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Heal Farm,Cedar,Minnesota,2/22/2023,"
Land Stewardship Project (LSP)
Sustainable Farming Association of MN (SFA)
",1,0,0,0,0,1,0,0,0,0,0,0,0,0
Willet Ponds Farm,Todd,North Carolina,1/10/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Willow Haven Farm,New Tripoli,Pennsylvania,1/22/2023,"
Pasa Sustainable Agriculture ()
Buy Fresh, Buy Local ()
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Willow Run Farmstead LLC,Fleetwood,Pennsylvania,9/26/2022,"
Pasa Sustainable Agriculture ()
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Willow Springs Ranch/ Coats Ranch,Central point,Oregon,7/14/2023,,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Wimberly Farm,Covington,Georgia,1/22/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wind Dancer Farm,Portal,Arizona,12/14/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WindRose Farm,Tavistock,Ontario,5/17/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Windemar Farm,Rockwood,Tennessee,8/14/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Windflower Farm LLC,Bend,Oregon,1/3/2023,"
Slow Flowers Society ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Windswept Grass Farms LLC,Pennington,New Jersey,6/1/2023,"
Ohio Ecological Food and Farm Association (OEFFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wings and a Prayer Farm,Ocean Spings,Mississippi,9/20/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Winola Farm,Factoryville,Pennsylvania,2/21/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wolf Creek Farm LLC,Williamsville,Illinois,12/26/2022,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Wolfe Hollow Livestock,Grandview,Tennessee,7/29/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wonderfarm,Mount Horeb,Wisconsin,4/4/2023,"
Wisconsin Farmers Union ()
Organic Crop Improvement Association (OCIA)
National Young Farmers Coalition (NYFC)
",1,1,0,1,0,0,0,0,0,1,0,1,0,0
Wooden Nickel Farm,Salisbury,Maryland,2/22/2023,"
American Pastured Poultry Producers (APPPA)
The Livestock Conservancy ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Woodland Farm,Pittsboro,North Carolina,5/6/2023,"
Carolina Farm Stewardship Association (CFSA)
",1,0,0,0,0,0,0,0,0,1,0,0,0,1
Woven Meat Co,Winthrop,Minnesota,12/13/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wrenhaven Farm,Woodstock,Connecticut,8/1/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wronski Family Farm,Appleton,New York,2/7/2023,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Bryson - Mycolab Solutions,Occidental,California,3/29/2023,"
Community Alliance with Family Farmers (CAFF)
Land Stewardship Project (LSP)
Slow Food USA ()
National Farm To School Network (FTS)
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wylie Farms,Madera,California,7/11/2023,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wynnhill Worms,Vancouver,Washington,7/2/2023,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"W Bench Farms, LLC",Lisbon,Ohio,12/12/2018,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
W Diamond L Ranch and Produce,Des Moines,New Mexico,5/23/2017,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
W Koschara & Sons,Mt. Morris,New York,4/20/2017,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,1,0,0,0
W Pendleton,Wittmann,Arizona,2/18/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
W. Rogowski Farm,Pine Island,New York,7/19/2014,"
Northeast Organic Farming Association (NOFA)
Chefs Collaborative ()
Certified Naturally Grown (CNG)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
W.D. Dickinson - Farm,National City,California,7/28/2021,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
Slow Food USA ()
Farmer Veteran Coalition (FVC)
",1,0,0,1,0,1,0,0,0,0,0,0,0,0
WBI Farms,Dorchester,Iowa,6/14/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WHOA Farm,Santa Rosa,California,2/9/2015,,1,0,0,1,0,0,0,0,1,0,0,0,0,0
WILSCH Family Farm,battle creek,Iowa,8/4/2022,"
Practical Farmers of Iowa (PFI)
Farmer Veteran Coalition (FVC)
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"WIld Geese Farm, LLC",Rushford,New York,6/11/2014,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
WOJOCO Ranch,Cairo,West Virginia,7/28/2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WS Enterprises,Greeneville,Tennessee,4/11/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WS Ranch,Bridgeland,Utah,1/14/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WWT Ranch,Molalla,Oregon,8/9/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wabash View Farm,West Lafayette,Indiana,8/4/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wabi Sabi Farm,Granger,Iowa,1/16/2015,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wach Valley Farms,Pulaski,Wisconsin,8/13/2016,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Wacholz Farm Grass-fed Meats,Glenville,Minnesota,11/9/2016,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wadd's Creek Farm,Carthage,North Carolina,1/6/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wade Acres,Simla,Colorado,8/31/2012,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Wade's Fruit Farm,Paris,Ohio,10/7/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade's Orchard,Woolwine,Virginia,5/17/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wag's Wool Farm,Leadore,Idaho,9/14/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wagner Farms,Corrales,New Mexico,9/3/2013,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Wagner Farms,Meridian,Idaho,3/6/2013,"
National Farm To School Network (FTS)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wagner's Farmland Experience - Corrales,Corrales,New Mexico,9/26/2013,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wagner's Farmland Experience, Los Lunas",Los Lunas,New Mexico,9/26/2013,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wagon Creek Creamery,Helena,Oklahoma,5/11/2020,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Wagon Wheel Ranch,mount airy,Maryland,2/6/2007,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahl Farm Dairy,Callicoon,New York,11/14/2010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waihuena Farm,Haleiwa,Hawaii,8/4/2013,"
Slow Food USA ()
",1,1,0,0,1,1,0,0,0,0,0,0,0,0
Wailupe Farms LLC,waimanalo,Hawaii,4/15/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
